,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
33,오징어보쌈과 저나트륨 된장소스,"갑오징어 50g, 당근 9g, 오이 9g, 상추 7g [소스소개] 저나트륨된장소스:된장 1.6g, 양파 1.3g, 물 6.6g, 식초 0.4g, 설탕 0.2g, 청고추 0.2g, 홍고추 0.2g","['오징어는 반으로 갈라 껍질을 제거하고 몸통 안쪽에 대각선으로 칼집을 넣는다. ', '칼집 낸 오징어를 끓는 물에 데친다.', '데친 오징어는 한 입 크기로 썬다.', '오이는 돌려 깎아 3cm 길이로 채썰고 당근도 4cm 길이로 얇게 채썬다.', '드레싱에 들어갈 양파, 청·홍고추는 잘게 다져 분량의 재료와 섞어 저나트륨 된장소스를 만든다. ', '상추에 준비된 오징어와 오이, 당근, 저나트륨 된장소스를 기호에 맞게 곁들여 먹는다.']",46.2,1.8,8.1,0.7,192
34,칠리새우,"백새우 40g, 케첩 4g, 대파 6g, 녹말가루 3g, 밀가루 6g, 달걀 10g, 완두콩 4g, 식용유 5g, 참기름 0.5g [소스소개] 저나트륨칠리소스:두반장 1g, 고추기름 3g, 설탕 6g, 마늘 2g, 생강 0.2g, 청주 2g, 식초 3g","['새우는 손질하여 물기를 제거한다.', '달걀, 녹말가루, 밀가루로 튀김옷을 만들어 새우에 묻힌다.', '튀김옷을 입힌 새우를 170℃ 식용유에 두 번 튀겨낸다. ', '대파, 마늘, 생강은 다진다.', '팬에 고추기름을 두르고 2를 넣고 볶다가 청주, 두반장, 케첩을 첨가하여 볶은 후 물을 넣고 설탕, 식초로 간을 맞춘다. ', '살짝 졸인 뒤 튀긴 새우와 완두콩을 넣고 물녹말로 농도를 맞추고 마지막으로 참기름을 넣는다.']",192.6,16.3,10.7,8.9,159
35,"연근샐러드, 흑임자소스","흑임자 30g, 연근 80g, 레몬 20g, 마요네즈 15g, 플레인요거트 15g, 식초 5g","['연근은 세척 후 껍질을 벗긴다.', '연근을 슬라이스 한다.', '물에 식초를 넣고 끓으면 연근을 데친다.', '레몬즙을 짠다.', '흑임자, 마요네즈, 플레인요거트를 믹서 하여 흑임자 소스를 만든다.', '연근에 흑임자소스를 곁들여 담는다.']",28.76,3.82,0.69,1.19,4.9
36,단호박함박스테이크,"돼지고기 30g, 소고기 20g, 단호박 20g, 양파 10g, 마늘 1g, 당근 7g, 계란20g, 빵가루 5g, 우유 50ml, 콩기름 2g, 소금 0.4g, 후추 0.1g, 올리고당 3g","['단호박은 쪄서 속을 파내고, 우유와 올리고당을 넣고 끓여 소스를 만든다.', '소고기, 돼지고기, 양파, 마늘, 당근은 모두 잘게 다진다.', '②에 빵가루, 달걀, 소금, 후추를 넣고 치댄다.', '치댄 반죽을 둥글고 납작하게 만들어 준다.', '팬에 기름을 두르고 노릇하게 굽는다.', '함박스테이크에 단호박 크림소스를 부어 제공한다.']",323.8,36.5,17.5,12.0,311.5
37,배깍두기,"배 80g, 부추 5g, 고춧가루 5g, 매실청 3g, 설탕 2g, 참깨 1g","['배는 껍질을 벗긴다.', '껍질 벗긴 배를 깍뚝썰기 한다.', '부추는 먹기 좋은 길이로 썬다.', '배와 부추에 고춧가루를 버무려 색이 베이도록 한다.', '매실청과 설탕을 넣어 새콤달콤하게 버무린다.', '참깨를 뿌려 완성한다.']",65.06,13.74,0.96,0.42,6.56
38,닭고기 찰깨빵,"방울토마토(60g), 양파(70g), 파프리카(120g), 할라피뇨(10g), 훈제 닭가슴살(40g), 찰깨빵(45g), 모차렐라치즈(30g), 파슬리가루(약간), 설탕(1g), 소금(0.5g), 레몬즙(15㎖), 후춧가루(0.5g)","['방울토마토, 양파, 파프리카, 할라피뇨, 훈제 닭가슴살은 작게 깍둑썬다.', '손질한 재료에 양념을 고루 섞는다.', '찰깨빵의 윗부분 1cm를 도려낸다.', '빵 안에 버무린 재료를 채운 뒤 모차렐라치즈를 올린다.', '180℃로 예열한 오븐에 속을 채운 빵을 넣고 5분간 구워 꺼낸다.', '그릇에 구운 빵을 올린 뒤 파슬리가루를 뿌린다.']",500.6,80.1,16.7,12.6,852.1
39,레몬연어 파피요트,"[ 2인분 ] 브로콜리(¼개), 애호박(½개), 레몬(½개), 양파(½개), 노랑 파프리카(¼개), 방울토마토(5개), 마늘(8쪽), 연어 필레(270g), 로즈메리(3줄기), 올리브유(1Ts), 레몬즙(3.5Ts), 올리브유(7Ts), 소금(약간), 후춧가루(약간), 다진 양파(½컵)","['브로콜리는 송이만 떼어내고, 애호박과 레몬은 4mm 두께로 둥글게 썰고, 양파와 노랑 파프리카는 한입 크기로 썰고, 방울토마토는 4등분하고, 마늘은 꼭지를 제거한다. ', '볼에 레몬즙을 넣고 올리브유를 조금씩 부어가며 거품기로 골고루 섞는다. ', '올리브유를 섞은 레몬즙에 소금, 후춧가루, 다진 양파를 넣고 고루 섞어 레몬소스를 만든 뒤 연어에 버무려 15분간 재운다. ', '종이포일에 애호박, 연어, 레몬, 로즈메리 순으로 깔고, 손질한 채소를 올린다. ', '올리브유(1Ts)를 뿌리고 종이포일 양끝을 돌돌 만 뒤 작은 구멍을 2~3개 낸다. ', '찜기에 김이 오르면 연어를 넣고, 뚜껑을 덮어 센 불로 25분간 익혀 마무리한다.']",431.7,8.3,33.3,29.5,121.1
40,떡꼬치구이,"?필수  : 떡볶이떡(40g), 파(3.5g), 양파(7g), 식용유(3g)?양념장 : 케첩(8g), 스리라차(3g), 올리고당(2g), 다진마늘(2g), 간장(1g), 참기름(1g), 통깨(0.5g)","['떡볶이 떡은 끓는 물에 데쳐 건진다.', '꼬치에 데친 떡을 꽂는다.', '파와 양파는 다진다.', '양념장 재료에 다진 양파와 파를 섞어 양념장을 만든다.', '팬에 식용유를 두른 뒤 양념장을 볶는다.', '양념장을 떡꼬치에 묻힌 뒤 통깨를 뿌려 마무리한다.']",160.9,34.9,3.1,1.0,214
41,아보카도 두부 샐러드,"연두부 50g, 아보카도작은것 35g, 게살냉동 50g, 양파 25g, 민트 0.25g[소스소개] 고추냉이 드레싱:고추냉이 갠것 6g, 간장 1g, 소금 0.2g, 레몬즙 10g, 올리브유엑스트라버전 30g","['아보카도는 검은 빛이 돌면서 윤기가 흐르는 것을 골라 세로로 칼날을 넣어 칼날이 씨에 닿으면 한바퀴 돌린다. ', '양손으로 아보카도 양 끝을 잡고 비틀면서 반으로 나누고 칼날 안쪽 모서리로 씨를 찔러서 빼낸다. ', '아보카도 과육을 5cm 두께로 썬다. ', '냉동 게살은 하룻밤 전에 냉장고로 옮겨 놓거나, 실온에서 해동시킨 후 잘게 찢는다. 양파는 얇게 채썰고 민트도 잘게 썬다. ', '고추냉이 드레싱 재료를 섞는다. ', '두부는 원형틀로 찍어두고 양파와 게살, 아보카도를 곁들이고 민트를 올린 뒤 드레싱을 뿌린다.']",246.2,8.5,11.6,38.7,362
42,과일 젤리,"젤라틴 5g, 자몽주수 100g, 귤통조림 20g, 파인애플통조림 5g, 체리 15g, 설탕 15g","['젤라틴을 물에 불려 놓는다. ', '자몽주스에 설탕을 넣고 가열한다.', '불린 젤라틴을 넣어 약한 불에서 젤라틴을 녹인다. ', '틀에 귤과 파인애플, 체리를 넣는다. ', '틀에 젤라틴을 녹인 자몽주스를 넣는다.', '냉장고에서 식혀 완성한다.']",143.4,32.8,1.1,0.1,25.3
43,복숭아샤벳,"복숭아 150g, 식혜 100g, 설탕시럽 20g, 민트 0.1g","['복숭아는 반으로 갈라 씨를 발라내고 두께 0.5cm가량만 남기고 속을 파낸다.', '복숭아와 식혜, 설탕시럽을 넣고 믹서기에 굵게 간다. ', '2를 냉동실에서 4~5시간 정도 얼리면서 1시간마다 숟가락으로 긁어 샤벳을 만든다.', '속을 파낸 복숭아도 냉동실에서 얼려 샤벳 그릇으로 사용한다.', '3의 복숭아 식혜 샤벳을 떠서 얼린 복숭아 그릇에 담는다.', '민트로 장식하여 완성한다.']",92.8,24.3,1.6,0.3,7
44,과일 주스 조림,"천도복숭아 30g, 자두 20g, 체리 40g, 산딸기 20g, 블루베리 10g, 사과 30g, 포도 10g, 포도주스 50g, 설탕 20g","['천도복숭아는 반으로 잘라 씨를 제거하고 각각 2등분하고 자두는 반으로 갈라 씨를 제거한다.', '사과는 8등분하여 씨를 제거한다.', '포도는 알알이 떼어내고 체리는 꼭지를 떼어내고 블루베리와 산딸기는 분량대로 준비한다.', '냄비에 포도주스와 설탕, 준비한 과일을 넣고 약한불에서 끓인다. ', '천도복숭아가 부드러워지고 포도주스에 농도가 생기면 불을 끈다.', '접시에 졸인 과일과 주스를 함께 담는다.']",182.0,39.4,1.5,0.5,7
45,감자를 곁들인 야채스튜,"양파 15, 청피망 15g, 가지 10g, 애호박 18g, 양송이버섯 8g, 마늘다진것 2g, 토마토콩카세 10g, 감자 50g, 올리브오일 1g, 닭육수 15g, 토마토페이스트 8g, 생크림 5g, 우유 8g, 소금적당량, 후추 적당량","['마늘은 다지고, 양파, 청피망, 가지, 애호박, 양송이는 1cm 주사위모양으로 썬다.', '토마토는 끓는 물에 데쳐 껍질을 벗긴 뒤 씨를 제거하고 야채들과 같은 크기로 자른다.', '감자는 껍질을 벗겨 큼직하게 썰어 삶은 뒤 완전히 익으면 오븐서 수분을 제거하고 으깨 우유, 생크림, 소금, 후추를 넣는다.', '팬에 기름을 두르고 양파를 투명해질 때까지 볶은 뒤 마늘, 토마토 페이스트를 넣고 볶다가 청피망, 가지, 호박, 양송이, 토마토를 넣어 볶는다.', '야채가 부드러워지면 닭육수를 넣어 한번 더 끓이고 소금, 후추로 간 한다.', '접시에 완성된 으깬 감자를 깔고 그 위에 야채 스튜를 올려낸다.']",87.0,14.8,3.4,2.4,30
46,김치 고구마밥,"고구마 15g, 쌀 40g, 물 40g, 김치 8g, 사과작은것 95g, 참기름 1g, 마늘다진것 1g[소스1]간장 1g, 국간장 1g, 고춧가루 1g, 다진마늘 1g, 통깨 1g, 실파송송썬것 1.5g, 참기름 0.5g","['고구마는 1cm의 주사위모양으로 썰어 놓는다.', '물에 씻은 김치를 송송 썰어서 참기름을 두른 팬에 볶다가 마늘과 소금을 넣어 볶은 뒤 깨소긂으로 마무리한다.', '냄비에 불린 쌀과 고구마, 볶은 김치를 넣고 고슬고슬하게 밥을 짓는다.', '사과의 꼭지 부분을 자른 뒤 속을 파내고 밥을 채운다.', ' 160℃로 예열된 오븐에 밥을 채운 사과를 넣고 사과가 익을 정도로 구워준다.', '양념장 재료를 섞어 양념장을 만들고 밥과 곁들여 낸다.']",247.9,54.0,3.9,2.4,233
47,돈불고기 파인애플볶음,"돼지고기(불고기용) 120g, 파인애플 35g, 양배추 15g, 양파 10g, 당근 7g, 대파 5g, 설탕 5g, 부추 1g, 마늘 2g, 참기름 3g, 간장 5g","['돼지고기를 흐르는 물에 담궈 핏물을 제거한다.', '파인애플 일부는 먹기 좋은 크기로 썰고 나머지는 믹서에 간다.', '간 파인애플과 양념을 섞어 양념장을 만든다.', '핏물을 제거한 돼지고기에 양념장을 섞어 재운다.', '프라이팬에 기름을 두르고 양념한 돼지고기와 한 입 크기로 썬 채소를 볶는다.', '썰어둔 파인애플을 넣는다.']",113.18,5.65,9.03,6.05,187.59
48,오징어말이 케첩조림,"오징어 80g, 당근 17g, 시금치 17g, 달걀 19g, 표고버섯마른것 7g, 식용유 1.4g, 밀가루 1.1g [소스소개] 토마토케첩소스:마늘다진것 1.1g, 양파다진것 1.1g, 토마토케첩 2g, 물 60g, 후춧가루0.1g","['오징어는 껍질을 벗긴 후 안쪽에 대각선으로 칼집을 넣어 데친다. ', '당근, 시금치, 불린 표고버섯은 0.5cm 두께로 썬다. ', '시금치는 끓는 물에 데쳐 찬물에 헹군 뒤 물기를 제거한다.', '달걀은 잘 풀어 도톰하게 달걀말이를 만 후 당근처럼 썬다.', '오징어의 물기를 제거하고 밀가루를 살짝 뿌린후 2, 3의 재료를 모두 넣어 김밥 말듯이 돌돌말아 꼬치로 두군데를 고정시킨다. ', '토마토케첩소스의 재료를 섞어 팬에서 졸이다가 4의 오징어를 넣고 소스를 끼얹어가며 졸여 1.5cm의 두께로 썬다.']",152.2,8.8,20.0,4.3,190
49,소고기 들깨 알토란탕,"소고기(양지) 3g, 무 20g, 알토란 30g, 대파 15g, 느타리버섯 10g, 고사리 10g, 콩나물 10g, 고춧가루 10g, 깻잎순 3g, 들깨가루 15g, 소금 3g, 간장 3g","['양지를 찬물에 담가 핏물을 제거한다.', '양지와 무를 냄비에 끓인 뒤 양지를 건진다.', '알토란은 쌀뜨물에 1시간 정도 담근 뒤 소금물에 삶아 아린 맛을 제거한다.', '각종 채소를 손질하고 건져낸 양지를 찢는다.', '육수에 손질한 야채와 양지를 넣고 끓인다.', '고춧가루와 들깨가루를 넣고 끓인다.']",146.42,17.4,7.57,5.17,675.68
50,과일삼겹살조림&파채무침,"돼지고기(삼겹살) 70.8g, 새싹채소 2.8g, 깐대파 3.5g, 파인애플 1.5g, 배 1.5g, 사과 1.5g, 깐양파 2g, 진간장 1.2g, 깐마늘 1.2g, 깐생강 0.3g, 고춧가루 0.17g, 레몬 1g, 식초 0.4g, 설탕 0.1g, 국간장 0.1g,","['삼겹살은 덩어리로 준비하여 삶아낸다.', '배, 사과, 파인애플, 양파, 깐마늘, 깐생강은 갈아서 체에 거르고 간장과 함께 끓인다.', '②에 삶아낸 삼겹살을 넣어 윤기 나게 조린다.', '대파는 가늘게 채 썰고, 새싹채소는 깨끗하게 씻는다.', '레몬즙, 식초, 설탕, 국간장, 고춧가루를 넣어 만든 소스를 야채에 버무린다.', '한입 크기로 썬 삼겹살과 ⑤를 곁들여 낸다.']",205.5,15.9,16.3,8.5,186.9
51,곤약백김치말이,"판곤약 60g, 부추 2g, 파프리카(빨강, 노랑, 청색) 각 7g, 대왕오징어채 30g, 백김치 30g, 양조식초 3g","['곤약은 얇게 편으로 썰어 데친 뒤, 백김치 국물에 절인다.', '끓는 물에 식초를 넣고 오징어를 질기지 않게 살짝 삶는다.', '파프리카는 채썰어 준다.', '백김치는 물기를 제거한다.', '곤약을 깔고 오징어, 파프리카를 얹어 백김치로 말아준다.', '데쳐낸 부추로 풀어지지 않게 매듭을 짓는다.']",46.99,3.2,6.28,1.01,171.08
52,꽈리고추 닭강정,"[ 2인분 ] 꽈리고추(2줌=100g), 양파(½개), 건고추(3개), 마늘(10쪽), 대파(1대), 닭다릿살(400g), 백후춧가루(0.3Ts), 식용유(8Ts), 참깨(0.3Ts), 전분(2Ts), 달걀흰자(1개), 굴소스(1.5Ts), 올리고당(1Ts), 다진 마늘(0.5Ts), 생강가루(0.5Ts), 후춧가루(0.25Ts)","['꽈리고추, 양파, 건고추는 3cm 길이로 썰고, 마늘은 2등분하고, 대파는 송송 썬다. ', '닭다릿살은 4×4cm 크기로 썰고, 백후춧가루에 버무린 뒤 튀김옷 재료를 입힌다. ', '약한 불로 달군 팬에 식용유를 두른 뒤 손질한 건고추, 마늘, 대파를 넣고 볶아 기름을 낸다. ', '튀김옷을 입힌 닭다릿살을 넣어 노릇해 질 때까지 튀기듯 볶고, 양파를 넣어 투명해질 때까지 볶는다. ', '센 불로 올린 뒤 양념장을 넣어 재빠르게 볶고, 꽈리고추를 넣어 10초간 볶아 꺼낸다. ', '참깨를 뿌려 마무리한다.']",566.2,32.8,35.8,32.4,744
53,참치두부 주먹밥,"[ 2인분 ] 두부(1모=300g), 파프리카(빨강, 노랑 각 ¼개), 깻잎(4장), 잡곡밥(70g), 통조림 참치(50g), 스테비아(0.5Ts), 간장(0.5Ts), 참기름(1Ts)","['큰 볼에 두부를 담은 뒤 물이 담긴 무거운 그릇을 3분간 올려 수분을 제거한다. ', '두부 속을 사각형 모양으로 파내고, 파낸 두부 속은 물기를 꼭 짜 으깬다. ', '파프리카와 깻잎은 잘게 썬다. ', '통조림 참치는 체에 밭친 뒤, 뜨거운 물을 부어 기름과 염분을 제거한다. ', '볼에 으깬 두부, 손질한 채소, 잡곡밥, 참치를 넣은 뒤 양념해 고루 섞는다. ', '주먹밥을 동그랗게 만들고, 속을 판 두부 속에 넣어 마무리한다.']",299.7,20.9,24.7,13.1,248.3
54,대구 크림스튜,"양파다진것 10g, 청피망다진것 10g, 마늘다진것 2g, 청고추다진것 2g, 대구살 35g, 토마토콩카세 30g, 땅콩버터 1g, 생크림 13g, 파프리카가루 1g, 새우 20g, 올리브오일 1g, 소금적당량, 후추적당량","['양파, 청피망, 마늘, 고추는 다지고, 대구살은 굵직하게 썬다.', '토마토는 데친 뒤 껍질을 벗기고 씨를 제거해 과육만 썬다.', '기름을 두른 팬에 양파, 고추를 넣고 볶다가 마늘을 넣고 볶는다.', '생크림과 땅콩버터를 넣은 후 토마토, 파프리카, 새우 순서대로 넣어 끓인다.', '썰어둔 대구살을 넣는다.', '소금, 후추로 간을 한다.']",186.0,4.4,28.1,5.5,406
55,대추죽,"좁쌀 15g, 대추 10g, 깐밤 5g, 찹쌀가루 10g, 물 70g, 소금적당량","['좁쌀을 씻어 불린다.', '대추와 깐 밤을 냄비에 넣고 물 4컵을 넣고 대추가 무르도록 삶는다.', '삶은 대추를 손으로 주물러 대추 속살이 나오도록 한 뒤 밤과 함께 체에 거른다.', '좁쌀은 5배의 물을 부어 저어가면서 익힌다.', '3을 4에 넣어 잘 섞은 뒤 찹쌀물을 넣어 농도가 나도록 끓인다.', '소금으로 간을 맞추고 준비한 그릇에 담아낸다.']",132.0,29.4,3.0,0.8,2
56,돼지고기 토마토 두부볶음,"돼지고기목살 30g, 두부 30g, 토마토 50g, 생강다진것 5g, 파다진것 5g, 땅콩기름 5g, 간장 5g, 닭육수 10g, 물전분 10g, 소금적당량","['돼지고기는 깨끗이 손질한 뒤 잘게다진다.', '두부는 1cm 정사각형 모양으로 썬다', '토마토는 껍질과 씨를 제거한 뒤 두부와 같은 크기로 썬다.', '기름을 두른 팬에 파와 생강을 넣고 볶아 향이 나면 1을 넣고 볶은 뒤 따로 담아둔다.', '기름을 두른 팬에 토마토, 두부, 고기를 넣고 볶다가 육수를 자작하게 부은 뒤 간장, 소금으로 간을 한다.', '소스가 졸아들면 두부를 넣고 물 전분을 넣어 소스 농도를 맞춘다.']",157.0,8.0,10.1,9.8,294
57,멜론스프,"멜론 110g, 오렌지 30g, 레몬 5g, 탄산수 30g, 레몬껍질 2g, 전분 3g, 설탕 5g[장식선택] 멜론,자두,생크림,민트","['메론은 적당한 크기로 잘라 믹서에 간다.', '오렌지와 레몬은 과육만 잘라내 믹서에 각각 갈아 주스형태로 만든다.', '2에 탄산수, 오렌지껍질, 레몬껍질을 넣어 향이 우러나도록 끓인다.', '3에 전분을 넣어 농도를 맞춘 뒤 덩어리지지 않게 체에 걸러 차갑게 식힌다.', '1에 4를 넣고 잘 섞은 뒤 설탕으로 맛을 낸다.', '생크림을 휘핑해 올리고 자두, 메론, 민트로 장식한다.']",86.0,21.9,1.9,0.2,22
