,레시피명,재료,방법,열량,탄수화물,단백질,지방,나트륨
36,다이어트국수,"실곤약 200g, 물김치국물 200g, 오이 25g, 달걀 1개(60g)당근 20g, 양파 50g, 통깨 3g, 레몬즙 15g탄산수 50ml, 어간장 5g","['양파, 당근, 오이는 채 썰어준다.', '열무 물김치와 탄산수, 어간장을 넣어 국수\n국물을 만들어준다.', '달걀은 삶아준다.', '실곤약은 삶을 때 레몬즙을 넣어서 곤약의\n특이한 냄새를 제거한다.', '물기를 제거한 곤약에 어간장을 넣어 밑간을\n해준다.', '그릇에 담고 국물을 부어주고, 채소와 달걀을\n곁들여 완성한다.']",36,6,0,1,490
37,오징어구이,"오징어 300g, 미니파프리카 40g, 양파 50g, 청고추 15g, 홍고추 15*양념장 : 다진마늘 15g, 고춧가루 15g, 홀토마토 50g, 고추장 15g, 설탕 15g올리고당 15g, 후추 1g, 참기름 15g고명 : 볶은 현미 15g","['오징어는 솔방울 모양으로 잘라준다.', '미니 파프리카, 양파, 청홍고추는 적당한\n크기로 잘라준다.', '다진마늘을 볶다가 오징어를 넣어 볶는다.', '홀토마토와 양념장 재료를 넣어 볶는다.', '팬을 약간 태우는 듯 해서 불맛과 매운맛을\n더해준다.', '접시에 담아주고 볶은 현미를 뿌려 완성한다.']",278,24,22,9,611
38,웰빙스테이크,"쇠고기등심 240g, 시금치 50g, 마늘 15g, 양파 50g, 건바질 2g감자 60g, 레몬 25g, 파슬리가루 1g소스 : 르네디종 홀그레인머스터 15g, 사과 80g, 버터 15g","['쇠고기는 칼집을 살짝 넣어준 후 건 바질을\n뿌려 1시간 정도 숙성시킨다.', '감자는 껍질을 벗긴 후 먹기 좋게 잘라 뜨거운\n물에 70% 정도 익혀준다.', '익혀준 감자를 버터를 살짝 바른 후 팬에\n파슬리가루를 뿌려 구워준다.', '시금치는 데쳐내 물기를 제거하고 다진 양파와\n함께 버터에 볶아준다.', '사과는 사방 1cm 크기로 자른 후 레몬즙을\n살짝 뿌려준 후 버터에 볶아 소스를 만들어\n준다.', '숙성된 소고기를 팬에 구워주고 곁들이 채소와\n소스를 완성한다.']",273,19,19,13,204
39,오징어콩순대,"오징어 1마리(220g), 옥수수 30g, 귀리밥 50g, 강낭콩 20g당근 20g, 미니파프리카 20g, 피망 20g, 대파 10g, 양파 25g카레가루 25g, 흰후추 1g, 다진마늘 5g, 참기름 15g, 밀가루 15g, 레몬즙 15g","['오징어는 내장을 빼서 흐르는 물에 깨끗이\n씻은 후, 다리는 송송 다져주고 레몬즙을\n살짝 뿌려준다.', '강낭콩은 먼저 삶아준다.', '피망, 당근, 양파, 대파, 파프리카는 송송\n다져준다.', '잘라준 오징어다리는 다진마늘과 살짝\n볶아준다.', '볼에 귀리밥을 넣고 카레가루를 넣고 모든\n재료를 섞어 소 재료를 만든다.', '오징어 안쪽에 밀가루를 묻혀주고 소를 채워\n팬에 구워준다.']",213,25,17,4,295
40,토마토소고기장조림,"소고기 우둔살 200g, 메추리알 100g, 방울토마토 100g, 마늘 30g, 꽈리고추 50g, 양파 45*양념장 : 맛간장 30g, 흰후추 1g, 어간장 15g, 설탕 15g","['소고기는 사방 2cm 정도의 크기로 잘라서\n물에서 80% 정도까지 익혀준 후 냉수에\n깨끗하게 세척해 준다.', '양파는 먹기 좋게 자르고 물 400g과 함께\n간장 물을 만들어준다.', '간장 물에 데쳐 놓은 소고기부터 졸여주기\n시작한다.', '메추리알을 넣고 함께 졸여준다.', '방울토마토, 양파, 마늘, 꽈리고추까지 넣고\n마지막으로 졸여준다.']",282,20,31,8,941
41,토마토소고기찜,"소고기우둔살 200g, 샐러리 40g, 당근 30g, 양파 50g화이트와인 25g, 홀토마토 100g, 버터 20g, 레몬 25g, 흰후추 1g, 파슬리가루 2g, 함초소금 1g","*주재료 곱게 채 썰어준다.', '소고기는 사방 3cm 정도로 자르고 흰 후추를\n뿌려준다.', '홀토마토는 먹기 좋게 부수어 준 후 볶아준다.', '팬에 버터를 넣고 소고기부터 볶기 시작하다\n채소를 넣고 볶아준다. 이 때 두꺼운 채소부터\n볶아주는 것이 고기랑 익는 시간이 같아진다.', '마지막에 다져 놓은 홀토마토를 넣고 함초소금\n으로 간을 한 후 레몬껍질을 올려서 마무리\n한다.']",302,11,26,16,289
42,맛간장삼치구이,"삼치 200g, 생강 50g, 대파 100g, 통깨 1g, 버터 10g소스 : 맛간장 30g, 생강청 25g, 커피 1g","*주재료 *주재료 가늘게 채 썰어서 냉수에 담가\n매운맛을 빼준다.', '버터를 올린 팬에 삼치를 약불에서 구워준다.', '구워진 참치를 소스에 졸여주고 대파채를\n올린다. 삼치에 소스를 뿌리고 생강채를 올려\n완성한다.']",220,5,30,8,570
43,삼겹살꼬치구이,"삼겹살 200g, 방울토마토 100g, 마늘기름 15g, 후추 1g, 로즈마리 1g, 통후추 2g대파 20g, 마늘 10g, 꽈리고추 25g대파채 : 대파 25g, 고춧가루 1g, 레몬즙 2g","['삼겹살은 길이로 잘라서 마늘기름, 통후추,\n로즈마리에 마리네이드 해준다.', '대파는 흰 부분만 잘라 구워주고, 꽈리고추도\n함께 구워준다.', '대파는 가늘게 채 썰어 물에 담가준다.', '물에 담가진 대파를 물기를 빼고 양념해준다.', '삼겹살을 꼬치에 끼워 굽고 구워진 채소,\n대파채와 함께 완성한다.']",289,805,11,23,59
44,새우아욱죽,"귀리밥 100g, 아욱 30g, 건새우 25g, 칵테일새우 25g, 저염 된장 30g","['저염 된장을 물 300cc에 풀어준 뒤 건새우를\n담가 30분 정도 담가준 뒤 살짝 끓여준다.', '새우를 풀어준 된장 물을 체에 걸러준다.', '아욱은 뜨거운 물에 데쳐서 먹기 좋게 썬다.', '냄비에 밥과 된장 물을 풀어 끓인다.', '어느 정도 끓으면 칵테일새우와 건져 놓았던\n새우를 다시 넣어준다.', '불을 끄기 전에 아욱을 넣어 한 번 더 끓여준\n후 완성한다.']",201,34,13,1,471
45,까르보나라뇨끼,"감자 220g, 깻잎 10g, 베이컨 25g, 백일송이 25g다진마늘 15g, 다진양파 25g, 다진대파 25g, 흰후추 3g, 버터15g, 우유 200g생크림 30g, 설탕 10g, 치즈가루 15g","['감자를 슬라이스 하여 찜통에 찐 후 체에\n으깬다. 깻잎을 잘게 채 썰어서 냉수에 담가\n향을 빼준다.', '베이컨을 한 번 데쳐내 송송 썰어준 후 다진\n마늘과 볶아준다.', '으깬 감자와 깻잎을 다져서 반죽을 만들고\n엄지손가락 크기로 떼어 밀가루를 뿌리고,\n둥글게 빚은 후 포크로 자국을 내 뇨끼를 만든다.', '만들어진 뇨끼를 삶아 건져준다.', '팬에 버터를 넣고 다진양파, 다진마늘, 다진\n대파, 볶은 베이컨, 새송이, 흰후추를 볶다가\n우유와 생크림, 설탕을 넣고 끓여준다.', '뇨끼를 넣어 한 번 더 끓여준 뒤 완성한다.']",351,29,13,20,347
46,호박죽,"단호박 200g, 찹쌀가루 100g, 브로콜리 50g, 양파 60g, 볶은 현미 25g버섯마늘소금 2g, 흰후추 1g, 치즈가루 15g","['단호박은 껍질을 까고 작게 잘라주고, 양파도\n작게 잘라준다.', '브로콜리는 뜨거운 물에 데쳐내 준 후 송송\n잘라준다.', '찹쌀가루는 물 100g에 풀어준다.', '단호박과 양파는 물 300g에 삶아준다.', '단호박과 양파가 익으면 믹서에 갈아서 다시\n끓여준 뒤 찹쌀가루물을 넣어 끓여준다.', '호박죽이 끓어오르면 치즈가루를 넣어준 후\n볶은 현미랑 완성한다.']",150,26,5,2,101
47,들깨순두부찌개," 굴(40g), 멸치(2g), 표고버섯(10g), 느타리버섯(40g), 무(20g)양파(10g), 미나리(10g), 대파(3g), 붉은 고추(2g), 순두부(100g*양념 다진 마늘(1g), 들깻가루(10g), 국간장(1.5g), 소금(0.5g)","['굴은 깨끗이 씻은 뒤 김 오른 찜기에\n찐다.', '굴을 쪄낸 물(250g)에 멸치,\n표고버섯 밑동을 넣고 끓인 뒤\n멸치와 표고버섯 밑동을 건져내\n육수를 만든다.', '느타리버섯은 밑동을 제거한 후\n씻어 세로로 찢고, 표고버섯은\n0.5㎝ 두께로 썬다.', '무는 나박 썰고 양파는 채 썰고,\n미나리는 3㎝ 길이로 썰고,\n대파와 고추는 송송 썬다.', '육수에 굴, 다진 마늘, 무, 양파,\n버섯을 넣고 끓인다.', '들깻가루와 순두부를 넣고 한소끔\n끓인 뒤 국간장과 소금으로 간을\n맞추고 대파, 붉은 고추, 미나리를\n올려 마무리한다.']",171,2,2,1,111
48,고추김치,"*필수 재료 : 오이고추(40g), 영양부추(5g), 연근(5g), 무(5g)?절임물 : 해물육수(8g), 어간장(3g)*양념 : 고춧가루(3g), 생강청(3g), 통깨(1g)","['오이고추는 배를 갈라 씨를 제거하고 세척 후 절임물에 절여준다.', '영양부추, 연근은 송송 다지고 무는 채 썬다.', '손질한 부추와 연근, 무에 절임물을 조금 넣고 절인다.', '고춧가루, 생강청, 통깨를 절임채소에 섞어 소를 만든다.', '오이고추 속에 소를 채워 넣는다.', '오이고추를 그릇에 담고 남은 물을 부어 마무리한다.']",16,2,0,0,16
49,누룽닭,"닭가슴살(120g), 생강즙(5g), 정종(10g), 시금치(20g)당근(20g), 양파(20g), 샐러리(20g), 파프리카(20g)느타리(20g), 주꾸미(30g), 새우(20g), 청경채(20g)누룽지(50g), 튀김기름(200g), 육수(200g), 저염간장(10g)녹말가루(10g), 마늘(10g), 소금(0.2g), 후춧가루(0.1g)","['닭은 포를 떠서 생강즙과 정종을 섞어\n발라 놓는다.', '시금치는 살짝 데쳐 썰고, 당근, 양파,\n샐러리, 파프리카는 약 6Cm 길이로\n채를 썰어 절반은 닭고기말이에 사용\n하고, 절반은 곁들임채소로 사용한다.', '느타리는 끓는 물에 소금을 넣고 데쳐\n손으로 찢어놓고, 포를 뜬 닭가슴살에\n느타리와 썰어 놓은 채소를 넣어 말아\n주고, 육수를 끓여서 말아놓은 닭을\n넣고 익혀낸다.', '주꾸미와 새우는 끓는 물에 살짝 데치고,\n청경채는 반으로 썰어 살짝 데쳐 준비\n한다.', '튀김기름 온도가 180℃ 정도 되면\n누룽지를 넣고 튀겨 기름을 밭쳐 놓는다.', '닭을 넣은 육수(③)에 간장과 녹말,\n마늘, 소금, 후춧가루를 넣고 끓이다가,\n곁들임채소로 남겨 놓은 채소(②)와\n데쳐 놓은 해물 및 청경채를 넣고 한 번 더\n끓인 뒤 튀겨진 누룽지를 넣어 완성한다.']",415,47,23,14,290
50,광어스테이크,"광어(150g), 소금(0.3g), 후춧가루(0.02g), 밀가루(20g)달걀(50g), 아몬드(20g), 호두(20g), 올리브오일(20g)- 소스 : 플레인요거트(50g), 꿀(10g), 레몬즙(20g)","['광어는 포를 길게 떠서 소금과\n후춧가루에 밑간을 해 놓는다.', '아몬드와 호두는 입자있게 다져\n준비한다.', '밑간이 되어 있는 광어포에 밀가루와\n달걀물을 입힌다.', '달걀물을 입힌 광어살에 다시 다져\n놓은 견과류를 입혀 준다.', '팬에 올리브 오일을 넣고, 팬이 따끈해\n지면 광어 살을 조심스럽게 앞뒤로\n익혀 접시에 담는다.', '플레인요거트에 꿀과 레몬즙을 넣고\n골고루 섞어 광어스테이크소스를\n만들어 완성한다.']",487,19,32,31,192
51,코코넛밀크카레,"두부(100g), 소금(0.3g), 코코넛밀크(20g), 당근(20g)양파(20g), 브로컬리(20g), 돼지고기(50g), 감자(20g)버터(10g), 카레가루(30g), 물(250g)","['두부는 소창에 넣고, 짜서 물기를\n제거하고, 으깨어 놓는다.', '으깬 두부에 소금과 코코넛 밀크를\n넣고 골고루 섞는다.', '섞여진 두부를 김이 오른 찜통에 넣고\n약 5분 정도 찐다.', '당근과 양파는 사각지게 썰고,\n브로컬리는 데쳐 당근 크기로 썰어\n놓는다.', '돼지고기와 감자는 당근 크기로 썰어\n주고, 냄비에 버터를 녹여 돼지고기를\n먼저 볶다가 양파와 당근, 감자,\n브로컬리를 넣고 다시 볶아 준 뒤,\n쪄놓은 두부를 넣어 한 번 더 볶아준다.', '볶아지는 냄비(⑤)에 카레 가루를 넣고\n살짝 더 볶아준 뒤, 물을 넣고 자작하게\n끓여 완성한다.']",330,27,24,14,389
52,소고기리조또롤,"쌀(50g), 강황가루(20g), 버터(10g)마늘(10g), 양파(20g), 새송이(30g), 파프리카(30g)소고기(150g), 소금(0.1g), 후춧가루(0.02g)하얀된장(10g), 생크림(20g), 육수(200g)","['쌀은 불려 놓고, 마늘은 작게 다지고,\n양파는 새송이와 파프리카와 함께\n입자를 크게 다져 준비한다.', '소고기는 포를 넓게 떠서 소금과\n후춧가루를 뿌려 밑간을 해 놓는다.', '냄비에 버터를 넣고, 마늘과 양파를\n먼저 볶다가, 새송이와 파프리카를\n넣는다.', '③번에 다시 불린 쌀과 강화를 넣고,\n볶다가 불을 줄여, 쌀이 익을 때까지\n익혀 준다.', '쌀이 익으면, 밑간이 되어 있는\n소고기에 넣고 돌돌 말아 준비한다.', '하얀 된장에 생크림을 넣어 골고루 섞고,\n냄비에 육수를 넣고 생크림을 섞은 하얀\n된장을 넣어 끓으면, 말아놓은 소고기를\n넣고 은근히 졸여 완성한다.']",382,18,36,18,416
53,둥지튀김,"닭고기살(150g), 소금(0.3g), 후춧가루(0.2g), 달걀(50g)녹말가루(20g), 백년초국수(20g), 뽕잎국수(20g)치자국수(20g), 튀김기름(400g)- 소스 : 레몬(10g), 설탕(20g), 연유(10g), 물(50g)다진 마늘(10g), 생강(5g), 식초(20g), 녹말가루(20g)","['닭고기살은 작게 썰어 소금과 후춧\n가루를 살짝 뿌려 밑간을 하고 달걀을\n넣어 섞는다.', '달걀을 넣어 섞은 닭고기 살에 녹말\n가루를 넣어 골고루 묻힌다.', '국수는 각각 끓는 물에 살짝 데쳐 물기를\n빼놓는다.', '물기가 빠진 국수는 튀김기름 170℃\n온도에서 각각 작은 채에 그대로 살짝\n튀겨 둥지를 만든 후 기름을 냅킨에\n빼 놓는다.', '녹말가루를 묻힌 닭고기살도 튀김\n기름에 튀겨 기름을 빼 놓은 둥지국수\n위에 올린다.', '냄비에 레몬과 설탕을 넣고 물을 넣어\n끓이다가 레몬은 건져 내고, 마늘과\n생강, 연유, 식초, 녹말을 풀어 넣고\n살짝 한 번 더 끓여 녹말소스를 만들어,\n튀겨진 닭고기 위에 올려 완성한다.']",1028,149,242,37,74
54,새우와스테이크,"새우(60g), 버터(10g), 소고기(120g), 로즈마리(2g)소금(0.3g), 후춧가루(2g)- 소스 : 와인(50g), 설탕(20g), 당근(20g), 양파(20g)토마토(30g), 마늘(20g), 대파(10g), 발사믹소스(20g)- 곁들임채소 : 아스파라거스(20g), 브로컬리(20g)새송이(20g), 가지(30g)","['새우는 꼬리를 자르고 내장을 제거\n한다.', '스테이크 소고기는 소금과 로즈마리를\n뿌리고 후춧가루를 살짝 뿌려 놓는다.', '아스파라거스는 팬에 기름 없이\n굽는다.', '새송이와 가지는 길게 썰어 브로컬리와\n함께 기름 없이 팬에 살짝 구워 놓는다.', '팬에 버터를 살짝 넣고 새우를 굽고,\n스테이크를 구워 접시에 담는다.', '팬에 와인과 설탕을 넣고 끓이다가,\n당근, 양파와 토마토 마늘, 대파를 다져\n넣고 볶듯이 끓이다가 발사믹소스를\n넣고 한 번 더 졸인 소스를 스테이크\n위에 얹고, 브로컬리와 새송이, 가지,\n아스파라거스를 함께 놓아 완성한다.']",508,6,36,37,194
55,함초삼겹,"통삼겹살(150g), 함초가루(10g), 소금(0.5g), 후춧가루(0.2g)부추(30g), 버터(5g)- 소스 : 유자청(20g), 쌈장(10g), 설탕(20g), 생크림(20g)연두부(30g), 양파(20g), 당근(20g)","['통 삼겹살에 함초와 소금, 후춧가루를\n뿌려 숙성을 시킨다.', '부추는 약 6cm 길이로 썰고, 양파는\n채를 썰어 놓고, 당근은 납작하게\n편으로 썰어 준비한다.', '연두부는 잘게 다져 놓는다.', '유자청에 쌈장과 설탕, 생크림을 넣어\n골고루 섞는다.', '골고루 섞은 유자청에 다져 놓은\n연두부를 넣어 섞어 냄비에 넣고, 썰어\n놓은 양파와 당근을 넣어 은근히 끓여\n소스를 만들어 놓는다.', '숙성시킨 통삼겹은 버터를 녹인 팬에\n살짝 구워 다시 오븐에서 20분 정도\n익힌 후 먹기 좋게 썰은 뒤, 접시에\n부추를 깔고 그 위에 구워진 삼겹을\n올리고 소스를 얹어 완성한다.']",618,22,31,44,136
56,햄버거스테이크,"다진 돼지고기(60g), 다진 소고기(60g), 다진 마늘(10g)로즈마리(2g), 빵가루(20g), 후춧가루(0.2g), 파프리카(20g)- 소스 : 양파(20g), 플레인요거트(20g), 설탕(10g)매실액(10g), 식초(5g), 녹말가루(10g)- 곁들임채소 : 어린잎(5g)","['돼지고기와 소고기를 섞어, 매실액을\n넣고 30분 정도 냉장고에서 숙성을\n시킨다.', '숙성된 돼지고기와 소고기에 다진마늘,\n로즈마리, 빵가루, 후춧가루를 넣고\n골고루 섞는다.', '파프리카는 반으로 잘라 그 안에 씨를\n수저를 이용해서 파낸다.', '속을 파낸 파프리카에 양념한 고기를\n넣고, 꼭꼭 눌러 두툼하게 잘라 구워\n접시에 담는다.', '양파는 입자있게 다져 팬에 기름을\n넣고 은근히 볶아 양파 향을 낸다.', '볶아진 팬(⑤)에 준비한 플레인요거트와\n설탕, 매실액을 넣고 끓이다가, 식초와\n녹말을 넣고 한 번 더 끓여 소스를\n완성한다. 햄버거스테이트(④)에 소스를\n얹고, 어린잎을 올려 완성한다.']",420,8,30,29,193
57,유자삼치구이,"삼치(150g), 소금(0.3g), 녹말(20g), 식용유(10g),- 소스 : 생강(10g), 유자청(50g), 레몬(20g)","['삼치는 반으로 잘라지지 않게 편으로\n떠서 소금을 살짝 뿌려 잠시 말려\n놓는다.', '손질을 한 삼치에 녹말가루를 입혀\n팬에 기름을 두르고 구워 접시에 담아\n놓는다.', '생강은 잘게 썰어, 물에 섞은 후\n거름종이에 걸러 생강즙을 만든다.', '유자청에 만들어 놓은 생강즙을 넣고\n섞는다.', '냄비에 레몬을 넣고, 물을 넣고 은근히\n끓인다.', '레몬을 끓인 물에 ④번을 넣고 졸여\n소스를 만든 후 접시에 담아 놓은 삼치\n위에 소스로 올려 완성한다.']",498,35,45,19,159
